"category,id,providerName,planName,price,priceUnit,description,keyFeatures,logoUrl,providerColor,directUrl,rating,isSponsored,isGreen"
"electricity,qld_agl_seniorssaver,AGL,Seniors Saver,1612,/yr,Great for seniors with no lock-in,18% less than reference|Variable rates|Daily supply: 130c|Usage: 27c/kWh,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"electricity,qld_agl_netflix,AGL,Netflix Plan,1673,/yr,Includes Netflix with no lock-in,15% less than reference|Variable rates|Netflix included|Daily supply: 130c|Usage: 27c/kWh,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"electricity,qld_agl_solarsavers,AGL,Solar Savers,1808,/yr,Higher solar feed-in with no lock-in,8% less than reference|Solar feed-in up to 10c/kWh|Variable rates|Daily supply: 130c|Usage: 27c/kWh,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,TRUE"
"electricity,qld_energyaus_flexi,EnergyAustralia,Flexi Plan,1800,/yr,Variable rates with no lock-in,16% less than reference|Variable rates|Solar buy back 3c/kWh|Daily supply: 125c|Usage: 32c/kWh,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"electricity,qld_origin_solarboost,Origin Energy,Solar Boost,1650,/yr,Higher solar feed-in with no lock-in,10% discount|Solar feed-in up to 8c/kWh|Variable rates|Daily supply: 120c|Usage: 30c/kWh,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,TRUE"
"electricity,qld_origin_gosolar,Origin Energy,Go Solar Variable,1600,/yr,Great for solar owners,15% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 120c|Usage: 30c/kWh,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,TRUE"
"electricity,qld_redenergy_qantas,Red Energy,Qantas Red Saver,1650,/yr,Variable rates with no lock-in,10% discount|Qantas points|Variable rates|Solar feed-in 3c/kWh|Daily supply: 118c|Usage: 29c/kWh,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"electricity,qld_redenergy_livingenergy,Red Energy,Living Energy Saver,1600,/yr,Great for families,15% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 118c|Usage: 29c/kWh,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"electricity,qld_sumo_assured,Sumo,Assured Energy,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 120c|Usage: 30c/kWh,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"electricity,qld_sumo_saver,Sumo,Sumo Saver,1600,/yr,Great value plan,15% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 120c|Usage: 30c/kWh,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"electricity,qld_powershop_standard,Powershop,Standard Saver,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 122c|Usage: 31c/kWh,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,FALSE"
"electricity,qld_powershop_solar,Powershop,Shopper Solar,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 122c|Usage: 31c/kWh,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,TRUE"
"electricity,qld_lumo_value,Lumo Energy,Value Green,1650,/yr,Variable rates with no lock-in,10% discount|Green energy option|Variable rates|Solar feed-in 3c/kWh|Daily supply: 118c|Usage: 29c/kWh,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"electricity,qld_lumo_solar,Lumo Energy,Lumo Solar,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 118c|Usage: 29c/kWh,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"electricity,qld_dodo_market,Dodo,Market Offer,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 115c|Usage: 28c/kWh,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,FALSE"
"electricity,qld_dodo_solar,Dodo,Dodo Solar,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 115c|Usage: 28c/kWh,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,TRUE"
"electricity,qld_covau_freedom,CovaU,Freedom Plan,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 120c|Usage: 30c/kWh,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,FALSE"
"electricity,qld_covau_solar,CovaU,Solar Plan,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 120c|Usage: 30c/kWh,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,TRUE"
"electricity,qld_diamond_thrive,Diamond Energy,Thrive Plan,1650,/yr,Variable rates with no lock-in,10% discount|Green energy|Variable rates|Solar feed-in 3c/kWh|Daily supply: 118c|Usage: 29c/kWh,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"electricity,qld_diamond_solar,Diamond Energy,Diamond Solar,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 118c|Usage: 29c/kWh,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"electricity,qld_globird_boost,GloBird Energy,Boost Plan,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 115c|Usage: 28c/kWh,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,FALSE"
"electricity,qld_globird_solar,GloBird Energy,GloBird Solar,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 115c|Usage: 28c/kWh,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,TRUE"
"electricity,qld_amber_wholesale,Amber Electric,Wholesale Plan,0,/yr,Variable rates with no lock-in,Wholesale rates|Solar feed-in market rate|Variable rates|Daily supply: 112c|Usage: variable,https://amber.com.au/logo.png,#00CC99,https://amber.com.au/pricing,3.7,FALSE,FALSE"
"electricity,qld_amber_solar,Amber Electric,Amber Solar Plan,0,/yr,Higher solar feed-in,Wholesale rates|Solar feed-in market rate + premium|Variable rates|Daily supply: 112c|Usage: variable,https://amber.com.au/logo.png,#00CC99,https://amber.com.au/pricing,3.7,FALSE,TRUE"
"electricity,qld_alinta_home,Alinta Energy,Home Deal,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 120c|Usage: 30c/kWh,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,FALSE"
"electricity,qld_alinta_solar,Alinta Energy,Solar Deal,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 120c|Usage: 30c/kWh,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,TRUE"
"electricity,qld_engin_saver,ENGIE,Saver Plan,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 115c|Usage: 28c/kWh,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,FALSE"
"electricity,qld_engin_solar,ENGIE,Solar Plan,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 115c|Usage: 28c/kWh,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,TRUE"
"electricity,qld_energy_locals_online,Energy Locals,Online Member,0,/yr,Variable rates with no lock-in,Wholesale rates|Solar feed-in market rate|Variable rates|Daily supply: 112c|Usage: variable,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,FALSE"
"electricity,qld_energy_locals_solar,Energy Locals,Solar Member,0,/yr,Higher solar feed-in,Wholesale rates|Solar feed-in market rate + premium|Variable rates|Daily supply: 112c|Usage: variable,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,TRUE"
"electricity,qld_momentum_smile,Momentum Energy,SmilePower Flexi,1650,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 3c/kWh|Daily supply: 118c|Usage: 29c/kWh,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,FALSE"
"electricity,qld_momentum_solar,Momentum Energy,Solar Step-Up,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 118c|Usage: 29c/kWh,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,TRUE"
"electricity,qld_ovo_drive,OVO Energy,The EV Plan,0,/yr,Variable rates with no lock-in,EV charging credits|Variable rates|Solar feed-in 3c/kWh|Daily supply: 112c|Usage: 29c/kWh,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,FALSE"
"electricity,qld_ovo_solar,OVO Energy,The Solar Plan,0,/yr,Higher solar feed-in,EV charging credits|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 112c|Usage: 29c/kWh,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,TRUE"
"electricity,qld_nectr_clean,Nectr,Clean Plan,1650,/yr,Variable rates with no lock-in,10% discount|Green energy|Variable rates|Solar feed-in 3c/kWh|Daily supply: 118c|Usage: 29c/kWh,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"electricity,qld_nectr_solar,Nectr,Nectr Solar,1600,/yr,Higher solar feed-in,15% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 118c|Usage: 29c/kWh,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"electricity,qld_ergon_retail,Ergon Energy,Retail Plan,0,/yr,Variable rates with no lock-in,Regulated rates|Variable rates|Solar feed-in 3c/kWh|Daily supply: 115c|Usage: 28c/kWh,https://www.ergon.com.au/logo.png,#CC0000,https://www.ergon.com.au/plans,3.2,FALSE,FALSE"
"electricity,sa_agl_smartsaver,AGL,Smart Saver,2140,/yr,Great for families with no lock-in,7% less than reference|Daily supply: 108.03c|Usage: 43.63c/kWh|Solar feed-in 2c/kWh|Variable rates,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"electricity,sa_agl_seniorssaver,AGL,Seniors Saver,2025,/yr,Great for seniors with no lock-in,Not specified|Variable rates|Daily supply: 105c|Usage: 40c/kWh,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"electricity,sa_agl_netflix,AGL,Netflix Plan,2169,/yr,Includes Netflix with no lock-in,Not specified|Variable rates|Netflix included|Daily supply: 105c|Usage: 40c/kWh,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,FALSE"
"electricity,sa_agl_solarsavers,AGL,Solar Savers,2209,/yr,Higher solar feed-in with no lock-in,Not specified|Solar feed-in up to 8c/kWh|Variable rates|Daily supply: 105c|Usage: 40c/kWh,https://upload.wikimedia.org/wikipedia/commons/4/4a/AGL_Energy_logo.svg,#ED0000,https://www.agl.com.au/residential/energy-plans,3.5,FALSE,TRUE"
"electricity,sa_energyaus_flexi,EnergyAustralia,Flexi Plan,2140,/yr,Variable rates with no lock-in,7% less than reference|Variable rates|Solar buy back 2c/kWh|Daily supply: 100c|Usage: 42c/kWh,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"electricity,sa_origin_solarboost,Origin Energy,Solar Boost,2100,/yr,Higher solar feed-in with no lock-in,5% discount|Solar feed-in up to 6c/kWh|Variable rates|Daily supply: 98c|Usage: 41c/kWh,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,TRUE"
"electricity,sa_origin_gosolar,Origin Energy,Go Solar Variable,2050,/yr,Great for solar owners,10% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 98c|Usage: 41c/kWh,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,TRUE"
"electricity,sa_redenergy_qantas,Red Energy,Qantas Red Saver,2100,/yr,Variable rates with no lock-in,5% discount|Qantas points|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"electricity,sa_redenergy_livingenergy,Red Energy,Living Energy Saver,2050,/yr,Great for families,10% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"electricity,sa_sumo_assured,Sumo,Assured Energy,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 98c|Usage: 41c/kWh,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"electricity,sa_sumo_saver,Sumo,Sumo Saver,2050,/yr,Great value plan,10% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 98c|Usage: 41c/kWh,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"electricity,sa_powershop_standard,Powershop,Standard Saver,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 100c|Usage: 42c/kWh,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,FALSE"
"electricity,sa_powershop_solar,Powershop,Shopper Solar,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 100c|Usage: 42c/kWh,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,TRUE"
"electricity,sa_lumo_value,Lumo Energy,Value Green,2100,/yr,Variable rates with no lock-in,5% discount|Green energy option|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"electricity,sa_lumo_solar,Lumo Energy,Lumo Solar,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 95c|Usage: 40c/kWh,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"electricity,sa_dodo_market,Dodo,Market Offer,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 92c|Usage: 39c/kWh,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,FALSE"
"electricity,sa_dodo_solar,Dodo,Dodo Solar,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 92c|Usage: 39c/kWh,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,TRUE"
"electricity,sa_covau_freedom,CovaU,Freedom Plan,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 98c|Usage: 41c/kWh,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,FALSE"
"electricity,sa_covau_solar,CovaU,Solar Plan,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 98c|Usage: 41c/kWh,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,TRUE"
"electricity,sa_diamond_thrive,Diamond Energy,Thrive Plan,2100,/yr,Variable rates with no lock-in,5% discount|Green energy|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"electricity,sa_diamond_solar,Diamond Energy,Diamond Solar,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 95c|Usage: 40c/kWh,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"electricity,sa_globird_boost,GloBird Energy,Boost Plan,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 92c|Usage: 39c/kWh,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,FALSE"
"electricity,sa_globird_solar,GloBird Energy,GloBird Solar,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 92c|Usage: 39c/kWh,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,TRUE"
"electricity,sa_amber_wholesale,Amber Electric,Wholesale Plan,0,/yr,Variable rates with no lock-in,Wholesale rates|Solar feed-in market rate|Variable rates|Daily supply: 90c|Usage: variable,https://amber.com.au/logo.png,#00CC99,https://amber.com.au/pricing,3.7,FALSE,FALSE"
"electricity,sa_amber_solar,Amber Electric,Amber Solar Plan,0,/yr,Higher solar feed-in,Wholesale rates|Solar feed-in market rate + premium|Variable rates|Daily supply: 90c|Usage: variable,https://amber.com.au/logo.png,#00CC99,https://amber.com.au/pricing,3.7,FALSE,TRUE"
"electricity,sa_alinta_home,Alinta Energy,Home Deal,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 98c|Usage: 41c/kWh,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,FALSE"
"electricity,sa_alinta_solar,Alinta Energy,Solar Deal,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 98c|Usage: 41c/kWh,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,TRUE"
"electricity,sa_engin_saver,ENGIE,Saver Plan,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 92c|Usage: 39c/kWh,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,FALSE"
"electricity,sa_engin_solar,ENGIE,Solar Plan,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 92c|Usage: 39c/kWh,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,TRUE"
"electricity,sa_energy_locals_online,Energy Locals,Online Member,0,/yr,Variable rates with no lock-in,Wholesale rates|Solar feed-in market rate|Variable rates|Daily supply: 90c|Usage: variable,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,FALSE"
"electricity,sa_energy_locals_solar,Energy Locals,Solar Member,0,/yr,Higher solar feed-in,Wholesale rates|Solar feed-in market rate + premium|Variable rates|Daily supply: 90c|Usage: variable,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,TRUE"
"electricity,sa_momentum_smile,Momentum Energy,SmilePower Flexi,2100,/yr,Variable rates with no lock-in,5% discount|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,FALSE"
"electricity,sa_momentum_solar,Momentum Energy,Solar Step-Up,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 95c|Usage: 40c/kWh,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,TRUE"
"electricity,sa_ovo_drive,OVO Energy,The EV Plan,0,/yr,Variable rates with no lock-in,EV charging credits|Variable rates|Solar feed-in 2c/kWh|Daily supply: 90c|Usage: 39c/kWh,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,FALSE"
"electricity,sa_ovo_solar,OVO Energy,The Solar Plan,0,/yr,Higher solar feed-in,EV charging credits|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 90c|Usage: 39c/kWh,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,TRUE"
"electricity,sa_nectr_clean,Nectr,Clean Plan,2100,/yr,Variable rates with no lock-in,5% discount|Green energy|Variable rates|Solar feed-in 2c/kWh|Daily supply: 95c|Usage: 40c/kWh,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"electricity,sa_nectr_solar,Nectr,Nectr Solar,2050,/yr,Higher solar feed-in,10% discount|Solar feed-in up to 5c/kWh|Variable rates|Daily supply: 95c|Usage: 40c/kWh,https://nectr.com.au/logo.png,#00CC99,https://nectr.com.au/plans,3.4,FALSE,TRUE"
"electricity,act_energyaus_flexi,EnergyAustralia,Flexi Plan,0,/yr,Variable rates with no lock-in,No lock-in contracts|Variable rates|Solar buy back 4c/kWh|Daily supply: 95c|Usage: 35c/kWh,https://www.energyaustralia.com.au/logo.png,#00A651,https://www.energyaustralia.com.au/plans,4.3,FALSE,FALSE"
"electricity,act_actewagl_smart,ActewAGL,Smart Saver,0,/yr,Great for families with no lock-in,No lock-in|Variable rates|Solar feed-in 4c/kWh|Daily supply: 100c|Usage: 30c/kWh,https://www.actewagl.com.au/logo.png,#CC0000,https://www.actewagl.com.au/plans,3.5,FALSE,FALSE"
"electricity,act_origin_solarboost,Origin Energy,Solar Boost,0,/yr,Higher solar feed-in with no lock-in,10% discount|Solar feed-in up to 8c/kWh|Variable rates|Daily supply: 90c|Usage: 28c/kWh,https://www.originenergy.com.au/logo.png,#FF6600,https://www.originenergy.com.au/energy-plans,4.2,FALSE,TRUE"
"electricity,act_redenergy_qantas,Red Energy,Qantas Red Saver,0,/yr,Variable rates with no lock-in,10% discount|Qantas points|Variable rates|Solar feed-in 4c/kWh|Daily supply: 85c|Usage: 32c/kWh,https://www.redenergy.com.au/logo.png,#CC0000,https://www.redenergy.com.au/plans,3.8,FALSE,FALSE"
"electricity,act_sumo_assured,Sumo,Assured Energy,0,/yr,Variable rates with no lock-in,12% discount|Variable rates|Solar feed-in 4c/kWh|Daily supply: 88c|Usage: 30c/kWh,https://www.sumoelectrical.com.au/logo.png,#0066CC,https://www.sumoelectrical.com.au/plans,3.5,FALSE,FALSE"
"electricity,act_powershop_standard,Powershop,Standard Saver,0,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 5c/kWh|Daily supply: 92c|Usage: 33c/kWh,https://powershop.com.au/logo.png,#00CC00,https://powershop.com.au/plans,3.7,FALSE,FALSE"
"electricity,act_lumo_value,Lumo Energy,Value Green,0,/yr,Variable rates with no lock-in,10% discount|Green energy option|Variable rates|Solar feed-in 5c/kWh|Daily supply: 90c|Usage: 31c/kWh,https://www.lumoenergy.com.au/logo.png,#FF9900,https://www.lumoenergy.com.au/energy-plans,3.6,FALSE,TRUE"
"electricity,act_dodo_market,Dodo,Market Offer,0,/yr,Variable rates with no lock-in,12% discount|Variable rates|Solar feed-in 4c/kWh|Daily supply: 85c|Usage: 29c/kWh,https://www.dodo.com/logo.png,#FF6600,https://www.dodo.com/energy-plans,3.4,FALSE,FALSE"
"electricity,act_covau_freedom,CovaU,Freedom Plan,0,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 5c/kWh|Daily supply: 88c|Usage: 32c/kWh,https://www.covau.com.au/logo.png,#0099CC,https://www.covau.com.au/plans,3.2,FALSE,FALSE"
"electricity,act_diamond_thrive,Diamond Energy,Thrive Plan,0,/yr,Variable rates with no lock-in,10% discount|Green energy|Variable rates|Solar feed-in 5c/kWh|Daily supply: 90c|Usage: 31c/kWh,https://diamondenergy.com.au/logo.png,#00CC33,https://diamondenergy.com.au/plans,3.9,FALSE,TRUE"
"electricity,act_globird_boost,GloBird Energy,Boost Plan,0,/yr,Variable rates with no lock-in,12% discount|Variable rates|Solar feed-in 4c/kWh|Daily supply: 85c|Usage: 29c/kWh,https://globirdenergy.com.au/logo.png,#FFCC00,https://globirdenergy.com.au/plans,3.3,FALSE,FALSE"
"electricity,act_amber_wholesale,Amber Electric,Wholesale Plan,0,/yr,Variable rates with no lock-in,Wholesale rates|Solar feed-in market rate|Variable rates|Daily supply: 85c|Usage: variable,https://amber.com.au/logo.png,#00CC99,https://amber.com.au/pricing,3.7,FALSE,FALSE"
"electricity,act_alinta_home,Alinta Energy,Home Deal,0,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 5c/kWh|Daily supply: 88c|Usage: 30c/kWh,https://alintaenergy.com.au/logo.png,#FF0000,https://alintaenergy.com.au/residential/plans,3.5,FALSE,FALSE"
"electricity,act_engin_saver,ENGIE,Saver Plan,0,/yr,Variable rates with no lock-in,12% discount|Variable rates|Solar feed-in 4c/kWh|Daily supply: 85c|Usage: 29c/kWh,https://www.engie.com.au/logo.png,#009966,https://www.engie.com.au/plans,3.4,FALSE,FALSE"
"electricity,act_energy_locals_online,Energy Locals,Online Member,0,/yr,Variable rates with no lock-in,Wholesale rates|Solar feed-in market rate|Variable rates|Daily supply: 80c|Usage: variable,https://energylocals.com.au/logo.png,#00CC66,https://energylocals.com.au/plans,3.8,FALSE,FALSE"
"electricity,act_momentum_smile,Momentum Energy,SmilePower Flexi,0,/yr,Variable rates with no lock-in,10% discount|Variable rates|Solar feed-in 5c/kWh|Daily supply: 90c|Usage: 31c/kWh,https://www.momentumenergy.com.au/logo.png,#FFCC00,https://www.momentumenergy.com.au/plans,3.6,FALSE,FALSE"
"electricity,act_ovo_drive,OVO Energy,The EV Plan,0,/yr,Variable rates with no lock-in,EV charging credits|Variable rates|Solar feed-in 5c/kWh|Daily supply: 85c|Usage: 30c/kWh,https://ovoenergy.com.au/logo.png,#0099FF,https://ovoenergy.com.au/plans,3.5,FALSE,FALSE"
